"lead_key","occurrence_count","statuses","business_name","niche","city","state","website","owner_name","validation_status","triage_reason","recommended_action","source_files","should_skip_research","should_skip_collection"
"website:trucoatpainters.com","2","pending;raw","TruCoat Painters","painting","Austin","TX","https://trucoatpainters.com","","","missing_owner;missing_owner_source;third_party_or_missing_first_party_contact_path","Keep pending until named owner or decision-maker is found; do not guess from locally-owned copy.","data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/raw/2026-06-14T19-49-58-586Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-195128-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T19-49-58-586Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:effectivepestexterminating.com","2","raw;rejected","Bed Bug Exterminator Columbus","pest_control","Columbus","OH","https://effectivepestexterminating.com/","","","generic_keyword_business_name_domain_identity_mismatch","Recollect/research under the actual company name Effective Pest Exterminating and only merge if owner or decision-maker evidence is found.","data/runs/2026-06-14-194049-2026-06-14-usa-home-services-sprint/raw/2026-06-14T19-38-48-103Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-194049-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-austin-columbus-identity-mismatch-rejects-batch-049.rejected.csv","False","True"
"website:buildersforever.com","2","pending;raw","Builders Forever","carpentry","Houston","TX","https://buildersforever.com","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:premiumcabinets.com/houston","2","pending;raw","Premium Cabinets","carpentry","Houston","TX","https://premiumcabinets.com/houston/","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:carkeylocksmith-houston.com","2","pending;raw","Dr Lock","locksmith","Houston","TX","https://carkeylocksmith-houston.com/","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-182533-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-24-16-848Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-182533-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T18-24-16-848Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"name-city-state:custom granit|houston|tx","2","raw;rejected","Custom Granit","masonry","Houston","TX","","","rejected_low_signal_public_listing","no_website;missing_owner;missing_owner_source;missing_first_party_contact_path;low_signal_phone_only_listing","reject_until_official_site_or_registration_found","data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-texas-low-signal-phone-only-batch-045.rejected.csv","False","True"
"website:redtruckroofing.com","2","master;reviewed_artifact","Red Truck Roofing","roofing","Tampa","FL","https://www.redtruckroofing.com/","Danny Grabowski","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-public-reboot-batch-001/reviewed/2026-06-13-florida-owner-enriched-batch-001.csv","True","True"
"name-city-state:high quality landscape services|dallas|tx","2","raw;rejected","High Quality Landscape Services","landscaping","Dallas","TX","","","rejected_low_signal_public_listing","no_website;missing_owner;missing_owner_source;missing_first_party_contact_path;low_signal_phone_only_listing","reject_until_official_site_or_registration_found","data/runs/2026-06-14-182533-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-24-16-848Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-182533-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-texas-low-signal-landscaping-batch-044.rejected.csv","False","True"
"website:ecmaintenancee.com","2","pending;raw","EC Maintenance","painting","Dallas","TX","http://www.ecmaintenancee.com/","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:jakesaffordablepainting.com","2","pending;raw","Jake's Affordable Painting","painting","Knoxville","TN","https://www.jakesaffordablepainting.com/","","validated_public_business_source","missing_owner;missing_owner_source","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:locknology.net","2","pending;raw","Locknology Security Solutions","locksmith","Houston","TX","https://www.locknology.net/","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-182533-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-24-16-848Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-182533-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T18-24-16-848Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:epoxyhoustontx.com","2","pending;raw","Epoxy Flooring Houston","flooring","Houston","TX","https://www.epoxyhoustontx.com/","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:starhomeimprove.com","2","master","Star Home Improvement of White Plains","home service","White Plains","NY","https://www.starhomeimprove.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"name-city-state:rodriguez painting llc|dallas|tx","2","raw;rejected","Rodriguez Painting, LLC","painting","Dallas","TX","","","rejected_low_signal_public_listing","no_website;missing_owner;missing_owner_source;missing_first_party_contact_path;low_signal_phone_only_listing","reject_until_official_site_or_registration_found","data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-39-20-305Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-184035-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-texas-low-signal-phone-only-batch-045.rejected.csv","False","True"
"website:floridaroofing.com","2","master;reviewed_artifact","Florida Southern Roofing","roofing","Sarasota","FL","https://www.floridaroofing.com/","Brian Wallace","2","","","data/master_leads.csv;data/runs/2026-06-13-public-reboot-batch-001/reviewed/2026-06-13-florida-owner-enriched-batch-001.csv","True","True"
"website:airetexas.com","2","pending;raw","Aire Texas Residential Services, Inc","hvac","Dallas","TX","https://www.airetexas.com","Chad Faith","pending_official_status_unresolved","status_conflict;tdlr_no_active_search_match;owner_source_needs_stronger_confirmation","monitor_or_recheck_tdlr_sos_before_merge","data/runs/2026-06-14-181918-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-17-54-423Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-181918-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T18-17-54-423Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:acrepairaustin.org","2","pending;raw","Austin Air Conditioning & Repair","hvac","Austin","TX","https://acrepairaustin.org/","","pending_owner_verification","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_owner_or_registration_evidence","data/runs/2026-06-14-190958-2026-06-14-usa-home-services-sprint/raw/2026-06-14T19-07-51-768Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-190958-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T19-07-51-768Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:azbestpest.com","2","artifact;raw","Arizona's Best Choice Pest & Termite Services","pest_control","Phoenix","AZ","https://www.azbestpest.com/","","rejected_brand_acquisition_contact_mismatch","brand_transition;acquisition_signal;contact_domain_mismatch;do_not_merge_original_brand","reject_do_not_merge_original_brand; consider Green Mango as a separate current-brand lead after full owner/decision-maker verification","data/runs/2026-06-15-033427-2026-06-15-usa-home-services-sprint/raw/2026-06-15T03-33-01-215Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-15-033427-2026-06-15-usa-home-services-sprint/tmp/2026-06-15-phoenix-pest-control-rejected-batch-067.csv","False","False"
"website:houstonoverheadgaragedoorllc.com","2","pending;raw","Houston Overhead Garage Door LLC","windows_doors","Houston","TX","http://houstonoverheadgaragedoorllc.com/","","pending_owner_identity_conflict","missing_owner;missing_owner_source;missing_first_party_contact_path;domain_identity_conflict","verify_exact_official_domain_or_reject_if_domain_conflict_repeats","data/runs/2026-06-14-185245-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-51-14-561Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-185245-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T18-51-14-561Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:mikesswatteam.com","2","artifact;raw","Mike's Swat Team Pest & Termite Control","pest_control","Phoenix","AZ","https://www.mikesswatteam.com/","Michelle Ledune","rejected_status_conflict_out_of_business","status_conflict;bbb_out_of_business_alert;legacy_business_signal;do_not_merge","reject_do_not_contact_for_current_pest_control_campaign; monitor only if official site or licensing source proves active operation","data/runs/2026-06-15-033427-2026-06-15-usa-home-services-sprint/raw/2026-06-15T03-33-01-215Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-15-033427-2026-06-15-usa-home-services-sprint/tmp/2026-06-15-phoenix-pest-control-rejected-batch-067.csv","False","False"
"website:romanroofing.com","2","master;reviewed_artifact","Roman Roofing","roofing","Cape Coral","FL","https://www.romanroofing.com/","Norman F. Dopfer Jr.","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-public-reboot-batch-001/reviewed/2026-06-13-florida-owner-enriched-batch-001.csv","True","True"
"website:roofsourceinc.com","2","master;reviewed_artifact","RoofSource Inc.","roofing","Orlando","FL","https://www.roofsourceinc.com/","Kevin Birky","2","","","data/master_leads.csv;data/runs/2026-06-13-public-reboot-batch-001/reviewed/2026-06-13-florida-owner-enriched-batch-001.csv","True","True"
"website:az.hirschimasonry.com","2","artifact;raw","Hirschi Masonry","windows_doors","Phoenix","AZ","https://az.hirschimasonry.com","Chad Hirschi","rejected_wrong_niche_public_business","wrong_niche;collector_category_mismatch;do_not_merge_as_windows_doors","reject_do_not_merge_current_row; optional future reclassify/research as masonry lead if the lane needs commercial contractor opportunities","data/runs/2026-06-15-040418-2026-06-15-usa-home-services-sprint/raw/2026-06-15T04-03-10-309Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-15-040418-2026-06-15-usa-home-services-sprint/tmp/2026-06-15-phoenix-windows-doors-rejected-batch-068.csv","False","False"
"website:westroofingfl.com","2","master;reviewed_artifact","West Florida Roofing","roofing","Tampa","FL","https://westroofingfl.com/","Joseph Marquis","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-public-reboot-batch-001/reviewed/2026-06-13-florida-owner-enriched-batch-001.csv","True","True"
"website:primebuildersaz.com","2","artifact;raw","Prime Builders","windows_doors","Phoenix","AZ","https://primebuildersaz.com/","","rejected_wrong_niche_phone_mismatch_missing_owner","wrong_niche;collector_phone_mismatch;missing_owner;missing_owner_source;do_not_merge","reject_do_not_merge_current_row; optional future reclassify/research as general_contractor only after phone and owner evidence are clean","data/runs/2026-06-15-040418-2026-06-15-usa-home-services-sprint/raw/2026-06-15T04-03-10-309Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-15-040418-2026-06-15-usa-home-services-sprint/tmp/2026-06-15-phoenix-windows-doors-rejected-batch-068.csv","False","False"
"website:tamparoofing.com","2","master;reviewed_artifact","Tampa Roofing Company","roofing","Tampa","FL","https://tamparoofing.com/","Brian Swope","1","","","data/master_leads.csv;data/runs/2026-06-13-public-reboot-batch-001/reviewed/2026-06-13-florida-owner-enriched-batch-001.csv","True","True"
"name-city-state:pro home services of sarasota|sarasota|fl","1","master","Pro Home Services of Sarasota","home service","Sarasota","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"name-city-state:all star climate control of staten island|staten island|ny","1","master","All-Star Climate Control of Staten Island","hvac","Staten Island","NY","","","raw_public_record","","","data/master_leads.csv","True","True"
"name-city-state:true shingle pro of riverview|riverview|fl","1","master","True Shingle Pro of Riverview","roofing","Riverview","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"name-city-state:pro shingle pro of miami|miami|fl","1","master","Pro Shingle Pro of Miami","roofing","Miami","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"website:skylineroofingcompany.com","1","raw","Skyline Contracting","roofing","Gainesville","FL","https://www.skylineroofingcompany.com/","","validated_public_business_source","","","data/runs/2026-06-13-170107-florida-owner-batch-003/raw/2026-06-13T20-59-07-314Z-florida-home-services-reboot-fresh-leads.csv","False","False"
"website:conditionedairsystems.com/plumbing-services","1","raw","Conditioned Air Systems AC Repair & Plumbing","plumbing","Gainesville","FL","https://www.conditionedairsystems.com/plumbing-services/","","validated_public_business_source","","","data/runs/2026-06-13-170107-florida-owner-batch-003/raw/2026-06-13T20-59-07-314Z-florida-home-services-reboot-fresh-leads.csv","False","False"
"name-city-state:true air conditioning of tampa|tampa|fl","1","master","True Air Conditioning of Tampa","hvac","Tampa","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"name-city-state:pro handyman pros of tampa|tampa|fl","1","master","Pro Handyman Pros of Tampa","home service","Tampa","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"website:expertroofingsy.com","1","master","Expert Roofing Systems of Corona","roofing","Corona","NY","https://www.expertroofingsy.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:nextgenfixitcre.com","1","master","Next-Gen Fix-it Crew of Queens","home service","Queens","NY","https://www.nextgenfixitcre.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"name-city-state:pro plumbing of miami|miami|fl","1","master","Pro Plumbing of Miami","plumbing","Miami","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"website:premierhvacpros.com","1","master","Premier HVAC Pros of Staten Island","hvac","Staten Island","NY","https://www.premierhvacpros.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:deltahandymanpr.com","1","master","Delta Handyman Pros of Long Island","home service","Long Island","NY","https://www.deltahandymanpr.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:safeelectricrep.com","1","master","Safe Electric Repair of Rochester","electrician","Rochester","NY","https://www.safeelectricrep.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:truehomeimprove.com","1","master","True Home Improvement of Westchester","home service","Westchester","NY","https://www.truehomeimprove.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:trueelectricrep.com","1","master","True Electric Repair of Astoria","electrician","Astoria","NY","https://www.trueelectricrep.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"name-city-state:united emergency plumbing of gainesville|gainesville|fl","1","master","United Emergency Plumbing of Gainesville","plumbing","Gainesville","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"website:allstarhvacpros.com","1","master","All-Star HVAC Pros of Yonkers","hvac","Yonkers","NY","https://www.allstarhvacpros.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:nextgenhandyman.com","1","master","Next-Gen Handyman Pros of Brooklyn","home service","Brooklyn","NY","https://www.nextgenhandyman.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:apexelectricalp.com","1","master","Apex Electrical Pros of Long Island","electrician","Long Island","NY","https://www.apexelectricalp.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:reliableplumber.com","1","master","Reliable Plumbers of Long Island","plumbing","Long Island","NY","https://www.reliableplumber.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:allstarpipemast.com","1","master","All-Star Pipe Masters of New York City","plumbing","New York City","NY","https://www.allstarpipemast.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:premiergaragedo.com","1","master","Premier Garage Doors of White Plains","garage door","White Plains","NY","https://www.premiergaragedo.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"name-city-state:safe rooter service of hialeah|hialeah|fl","1","master","Safe Rooter Service of Hialeah","plumbing","Hialeah","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"website:floridacleanroof.com","1","raw","Clean Roof","roofing","Cape Coral","FL","https://floridacleanroof.com/","","validated_public_business_source","","","data/runs/2026-06-13-170107-florida-owner-batch-003/raw/2026-06-13T20-59-07-314Z-florida-home-services-reboot-fresh-leads.csv","False","False"
"website:reliableelectri.com","1","master","Reliable Electric Repair of Rochester","electrician","Rochester","NY","https://www.reliableelectri.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"name-city-state:elite rooter service of fort myers|fort myers|fl","1","master","Elite Rooter Service of Fort Myers","plumbing","Fort Myers","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"website:championplumbingsewer.com","1","raw","Champion Plumbing Sewer & Drain LLC","plumbing","Cape Coral","FL","https://championplumbingsewer.com/","","validated_public_business_source","","","data/runs/2026-06-13-170107-florida-owner-batch-003/raw/2026-06-13T20-59-07-314Z-florida-home-services-reboot-fresh-leads.csv","False","False"
"name-city-state:direct handyman pros of jacksonville|jacksonville|fl","1","master","Direct Handyman Pros of Jacksonville","home service","Jacksonville","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"name-city-state:kelly griffin plumbing contractor|tallahassee|fl","1","raw","Kelly Griffin Plumbing Contractor","plumbing","Tallahassee","FL","","","needs_manual_review","","","data/runs/2026-06-13-170107-florida-owner-batch-003/raw/2026-06-13T20-59-07-314Z-florida-home-services-reboot-fresh-leads.csv","False","False"
"website:parkerbrothersroofing.net","1","raw","Parker Brother Roofing and Construction","roofing","Tallahassee","FL","https://parkerbrothersroofing.net/","","partial_public_business_source","","","data/runs/2026-06-13-170107-florida-owner-batch-003/raw/2026-06-13T20-59-07-314Z-florida-home-services-reboot-fresh-leads.csv","False","False"
"name-city-state:united thermal solutions of miami lakes|miami lakes|fl","1","master","United Thermal Solutions of Miami Lakes","hvac","Miami Lakes","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"website:trueemergencypl.com","1","master","True Emergency Plumbing of Westchester","plumbing","Westchester","NY","https://www.trueemergencypl.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"name-city-state:elite property maintenance of orlando|orlando|fl","1","master","Elite Property Maintenance of Orlando","home service","Orlando","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"website:deltashinglepro.com","1","master","Delta Shingle Pro of Astoria","roofing","Astoria","NY","https://www.deltashinglepro.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:safehandymanpro.com","1","master","Safe Handyman Pros of Bronx","home service","Bronx","NY","https://www.safehandymanpro.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:reliableemergen.com","1","master","Reliable Emergency Plumbing of Corona","plumbing","Corona","NY","https://www.reliableemergen.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:choicehomeimpro.com","1","master","Choice Home Improvement of Syracuse","home service","Syracuse","NY","https://www.choicehomeimpro.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:needaplumberco.com","1","master","NP Co.","plumbing","New York City","NY","https://www.needaplumberco.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:prestigerooter.com","1","master","Prestige Rooter","plumbing","Brooklyn","NY","https://www.prestigerooter.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:arizonanativeroofing.com/scottsdale-roofer","1","raw","Arizona Native Roofing","roofing","Phoenix","AZ","https://arizonanativeroofing.com/scottsdale-roofer/","","validated_public_business_source","","","data/runs/2026-06-14-162304-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-21-07-990Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"website:avinnovations.com/wordpress","1","rejected","A V Innovations Inc.","electrician","Tucson","AZ","https://avinnovations.com/wordpress/","Alicia Teague; Kenneth Edward Teague","rejected_not_target_lead_type","category_mismatch_not_residential_electrician","exclude_from_residential_electrician_campaign; keep as rejected market-intelligence row","data/runs/2026-06-14-162304-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-az-batch-030.rejected.csv","False","True"
"name-city-state:a v innovations inc|tucson|az","1","raw","A V Innovations Inc.","electrician","Tucson","AZ","","","partial_public_business_source","","","data/runs/2026-06-14-162304-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-21-07-990Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"website:queensnyplumber.com","1","master","Queens Plumber","plumbing","Corona","NY","https://queensnyplumber.com/","","raw_public_record","","","data/master_leads.csv","True","True"
"website:pinecrest.theaestheticsloungeandspa.com","1","master","The Aesthetics Lounge and Spa Pinecrest","med spa","Pinecrest","FL","https://pinecrest.theaestheticsloungeandspa.com/","","validated_public_business_source","","","data/master_leads.csv","True","True"
"website:lowes.com/store/fl-hialeah/2254","1","master","Lowe's Hialeah","home service","Miami","FL","https://www.lowes.com/store/fl-hialeah/2254","","contact_path_present","","","data/master_leads.csv","True","True"
"website:aemedspamiami.com","1","master","A&E Med Spa LLC","med spa","Miami","FL","https://aemedspamiami.com/","","validated_public_business_source","","","data/master_leads.csv","True","True"
"website:tamparoofrepair.com","1","master","Tampa Roof Repair","roofing","Tampa","FL","https://tamparoofrepair.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:dentalattraction.com/dental-implant-consultation.html","1","master","Dental Attraction","dental","Dallas","TX","https://www.dentalattraction.com/dental-implant-consultation.html","","contact_path_present","","","data/master_leads.csv","True","True"
"website:barberwoodworking.com","1","raw","Barber Woodworking","carpentry","Nashville","TN","barberwoodworking.com","","partial_public_business_source","","","data/runs/2026-06-14-175910-2026-06-14-usa-home-services-sprint/raw/2026-06-14T17-57-42-061Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"website:rocketplumbingnow.com/north-park-plumber","1","raw","Rocket Plumbing","plumbing","Chicago","IL","https://rocketplumbingnow.com/north-park-plumber/","","validated_public_business_source","","","data/runs/2026-06-14-215415-2026-06-14-usa-home-services-sprint/raw/2026-06-14T21-53-12-338Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"name-city-state:scott waldman|louisville|ky","1","raw","Scott Waldman","roofing","Louisville","KY","","","partial_public_business_source","","","data/runs/2026-06-14-215415-2026-06-14-usa-home-services-sprint/raw/2026-06-14T21-53-12-338Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"website:orlandohvac.net","1","master","Orlando HVAC","hvac","Orlando","FL","https://www.orlandohvac.net/","","contact_path_present","","","data/master_leads.csv","True","True"
"name-city-state:star electrical pros of miami lakes|miami lakes|fl","1","master","Star Electrical Pros of Miami Lakes","electrician","Miami Lakes","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"name-city-state:air conditioning associates|tucson|az","1","raw","Air Conditioning Associates","hvac","Tucson","AZ","","","partial_public_business_source","","","data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/raw/2026-06-15T04-46-05-672Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"name-city-state:greater pitt tree service|pittsburgh|pa","1","raw","Greater Pitt Tree SErvice","landscaping","Pittsburgh","PA","","","partial_public_business_source","","","data/runs/2026-06-14-203221-2026-06-14-usa-home-services-sprint/raw/2026-06-14T20-30-53-570Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"name-city-state:ciminello s landscape design|columbus|oh","1","raw","Ciminello's Landscape Design","landscaping","Columbus","OH","","","partial_public_business_source","","","data/runs/2026-06-14-194049-2026-06-14-usa-home-services-sprint/raw/2026-06-14T19-38-48-103Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"website:outsidegarden.com","1","raw","Outside","landscaping","Dallas","TX","https://www.outsidegarden.com/","","partial_public_business_source","","","data/runs/2026-06-14-182533-2026-06-14-usa-home-services-sprint/raw/2026-06-14T18-24-16-848Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"website:texashomeandcommercial.com","1","raw","Texas Home & Commercial","windows_doors","Austin","TX","https://texashomeandcommercial.com/","","validated_public_business_source","","","data/runs/2026-06-14-200322-2026-06-14-usa-home-services-sprint/raw/2026-06-14T20-01-23-020Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"name-city-state:tinneny plumbing heating inc|philadelphia|pa","1","raw","Tinneny Plumbing & Heating Inc.","hvac","Philadelphia","PA","","","partial_public_business_source","","","data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/raw/2026-06-14T20-20-55-401Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"website:jarmanairconditioning.com","1","raw","Jarman Sales & Service, Inc","hvac","Philadelphia","PA","http://jarmanairconditioning.com","","validated_public_business_source","","","data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/raw/2026-06-14T20-20-55-401Z-usa-home-services-sprint-fresh-leads.csv","False","False"
"website:staroverheaddoo.com","1","master","Star Overhead Doors of Buffalo","garage door","Buffalo","NY","https://www.staroverheaddoo.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"name-city-state:true ac repair of key west|key west|fl","1","master","True AC Repair of Key West","hvac","Key West","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"website:expresswiremast.com","1","master","Express Wire Masters of Albany","electrician","Albany","NY","https://www.expresswiremast.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"name-city-state:premier roofing construction of fort lauderdale|fort lauderdale|fl","1","master","Premier Roofing & Construction of Fort Lauderdale","roofing","Fort Lauderdale","FL","","","raw_public_record","","","data/master_leads.csv","True","True"
"website:deltaexterminat.com","1","master","Delta Exterminators of Albany","pest control","Albany","NY","https://www.deltaexterminat.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:metroelectrical.com","1","master","Metro Electrical Pros of Queens","electrician","Queens","NY","https://www.metroelectrical.com/","","contact_path_present","","","data/master_leads.csv","True","True"
"website:coralac.com/emergency-ac-repair","1","raw","Coral Air Conditioning Repair","hvac","Cape Coral","FL","https://coralac.com/emergency-ac-repair/","","validated_public_business_source","","","data/runs/2026-06-13-182838-florida-cape-coral-deeper-hvac-batch-011/raw/2026-06-13T22-26-10-797Z-florida-home-services-reboot-fresh-leads.csv","False","False"
"website:temperatureproorlando.com","1","raw","TemperaturePro Orlando","hvac","Orlando","FL","https://temperatureproorlando.com/","","validated_public_business_source","","","data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/raw/2026-06-13T21-57-53-386Z-florida-home-services-reboot-fresh-leads.csv","False","False"
"name-city-state:a best air heat|palm bay|fl","1","raw","A-Best Air & Heat","hvac","Palm Bay","FL","","","partial_public_business_source","","","data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/raw/2026-06-14T13-06-38-300Z-florida-home-services-reboot-fresh-leads.csv","False","False"
